Review Text,Sentiment
"Excellent service. Had the meal on my husband's birthday. Lawry took photo of us and printed for us to bring home. Also, softcopies were emailed to me. This is a thoughtful gesture from the restaurant. Food were good too. Love the truffle fries and soups very much.",pos
Love the food and the service. Staff is very attentive and sensitive. I brought my sleeping baby in a stroller and the staff was quick to turn the fan away which was blowing at his direction.,pos
"Classy place, high quality beef. Super pricey though!

Ambience is pretty classy and chill.",pos
Superb service and food! My fav must go to Italian restaurant.,pos
"Went there to celebrate my 21st birthday and it was a great experience! ambiance was just right, and the food well prepared. The service stood out to both my mother and I, the waitresses and restaurant supervisor K.Shiva were very welcoming …",pos
good portion for 50%. taste good.,pos
"Good food and reasonably priced. We had the burrata, daily special secondi, pasta and desserts. The burrata was served with very sweet tomatoes and fresh arugula. Pasta was chewy and delicious, and the Baba was light and not-too-sweet. Good place for gatherings and family.",pos
Everything is ok,neutral
"A great vist, centrally located. Amazing service!",pos
"Generally good. We are old customer from last 20 yers. Appreciated to see all folks like Acang still in force of Morton. I will give 4.5 stars for the service, food and ambient…",neutral
The chicken part abit uncooked. Must improve on it. Other than that thetaste is good,pos
"Fabulous food and customer service.

Best chocolate cake ever eaten.",pos
"had the ""FRESH"" oysters and had a terrible case of food poisoning thereafter, including multiple episodes of vomiting AND diarrhoea, abdominal pain, bloating and nausea. sorely disappointed as this is a purported top notch restaurant. SENT FEEDBACK TO NEA.",neg
Great place to bring my family!! Will come back again,pos
"Have had the prawn pasta before. This time the garlic was a bit too burnt, was a little bitter. Otherwise, still good.",pos
Very nice classic pasta and lasagna! Two thumbs up for the top-notch service!,pos
The ladies Night was very fun and enjoyable . we love the live band and we love the drinks and we love the food and we love the ambience and we love everything.,pos
Is great choice to dine here. Highly recommended to come here,pos
They took 2 hours for a simple meal,neg
Was expecting a more conducive burger restaurant but it was more like a bar that serves burgers. Burgers were good but a little on the small side for the price.,neutral
"Always love our time here. Hand cut potatoes, the pesto and truffle pastas are staples. Also tried out the truffle schiacciata for the first time and have decided to reorder each time we revisit!",pos
Great service! Food was excellent and 10/10 will come back again!,pos
"Very attentive service, with every personal service staff dressed up like a service maid look. Decor seems slightly dated,  with red velvet chairs and rustic looking European chandeliers. Even the chef walks around with a golden medal across the neck. Maybe want to portray a grand old school feel.

Overall an interesting dining experience. From the chilled spinning salad served with chilled plate and fork, to harmonized singing of the birthday song. Food is very rich and heavy handed on the gravy and sauces. Not suitable for those looking for something clean and light. On the pricey side.",neutral
Old school style with spinning salad. Quite good service and consistent quality in food,pos
The lady at reception is very rude,neg
Very good,pos
"very nice food, everyone enjoys them, certainly coming back again",pos
"The meat was good,  although not exceptional. The sides were average at best. The price is ridiculously high for this,  even by Singapore standards.",neg
"Nice atmosphere, great stop for dinner while cycling at East Coast Park. We came on a Tuesday evening for dinner, it wasn’t crowded but the food took a long time, and was swerved at different times. Our kids finished their food, and then my husband got the sausage platter he ordered. I was about to give up and cancel my salad order when it fonallg got served. After we’ve long finished our drinks and everyone in the family down eating. Nice that they gave the kids token for the toy/slot machine.",neg
The food are served promptly and portions are good,neutral
"Excellent food and fantastic service.
Not to miss out also the nice gesture for the celebration cake and photo for our anniversary.",pos
Set lunch is good value for money. Taste good. Staff were friendly and attentive.,neutral
portion good enough for my child.,pos
Food was fine. Good for the price paid. Waiters were not very attentive.,pos
Service is good. Presentation of burgundy snails could be improved instead of throwing them into a white small bowl. Fries are not freshly fried. I will recommend this place.,pos
